,x,label:y,label:prediction,label:residual
1,0,2.7,2.986237623762391,0.2862376237623909
2,0.1,3,3.186414641464161,0.18641464146416098
3,0.2,3.3,3.386591659165931,0.08659165916593103
4,0.30000000000000004,3.6,3.5867686768677007,-0.013231323132299355
5,0.4,3.9,3.7869456945694706,-0.1130543054305293
6,0.5,4.2,3.9871227122712405,-0.2128772877287597
7,0.6000000000000001,4.5,4.18729972997301,-0.31270027002698964
8,0.7000000000000001,4.1000000000000005,4.38747674767478,0.2874767476747797
9,0.8,4.3999999999999995,4.58765376537655,0.18765376537655065
10,0.9,4.7,4.78783078307832,0.08783078307831982
11,1,5,4.98800780078009,-0.011992199219910127
12,1.1,5.3,5.18818481848186,-0.11181518151814007
13,1.2000000000000002,5.6000000000000005,5.3883618361836305,-0.21163816381637002
14,1.3,5.8999999999999995,5.5885388538853995,-0.31146114611459996
15,1.4000000000000001,5.500000000000001,5.78871587158717,0.2887158715871694
16,1.5,5.8,5.988892889288939,0.18889288928893944
17,1.6,6.1000000000000005,6.189069906990709,0.0890699069907086
18,1.7000000000000002,6.4,6.389246924692479,-0.010753075307521343
19,1.8,6.699999999999999,6.589423942394249,-0.1105760576057504
20,1.9000000000000001,7.000000000000001,6.789600960096019,-0.21039903990398212
21,2,7.3,6.989777977797789,-0.3102220222022112
22,2.1,6.9,7.1899549954995585,0.28995499549955817
23,2.2,7.2,7.390132013201328,0.19013201320132822
24,2.3000000000000003,7.500000000000001,7.590309030903099,0.09030903090309828
25,2.4000000000000004,7.800000000000001,7.790486048604869,-0.00951395139513167
26,2.5,8.1,7.990663066306638,-0.10933693369336162
27,2.6,8.399999999999999,8.190840084008407,-0.20915991599159156
28,2.7,8.700000000000001,8.391017101710178,-0.3089828982898233
29,2.8000000000000003,8.3,8.591194119411949,0.29119411941194784
30,2.9000000000000004,8.600000000000001,8.791371137113718,0.19137113711371612
31,3,8.9,8.991548154815487,0.09154815481548617
32,3.1,9.2,9.191725172517257,-0.008274827482741998
33,3.2,9.5,9.391902190219028,-0.10809780978097194
34,3.3000000000000003,9.8,9.592079207920797,-0.20792079207920366
35,3.4000000000000004,10.100000000000001,9.792256225622568,-0.3077437743774336
36,3.5,9.7,9.992433243324337,0.2924332433243375
37,3.6,10,10.192610261026108,0.19261026102610757
38,3.7,10.3,10.392787278727877,0.09278727872787584
39,3.8000000000000003,10.600000000000001,10.592964296429647,-0.0070357035703541015
40,3.9000000000000004,10.9,10.793141314131418,-0.10685868586858227
41,4,11.2,10.993318331833187,-0.20668166816681222
42,4.1000000000000005,11.500000000000002,11.193495349534956,-0.3065046504650457
43,4.2,11.1,11.393672367236725,0.2936723672367254
44,4.3,11.4,11.593849384938494,0.19384938493849369
45,4.4,11.700000000000001,11.794026402640267,0.09402640264026552
46,4.5,12,11.994203420342036,-0.005796579657964429
47,4.6000000000000005,12.3,12.194380438043808,-0.1056195619561926
48,4.7,12.6,12.394557455745577,-0.20544254425442254
49,4.800000000000001,12.900000000000002,12.594734473447346,-0.30526552655265604
50,4.9,12.5,12.794911491149115,0.2949114911491151
51,5,12.8,12.995088508850884,0.19508850885088336
52,5.1000000000000005,13.100000000000001,13.195265526552657,0.09526552655265519
53,5.2,13.4,13.395442544254426,-0.004557455745574757
54,5.300000000000001,13.700000000000001,13.595619561956195,-0.10438043804380648
55,5.4,14,13.795796579657964,-0.20420342034203642
56,5.5,14.3,13.995973597359736,-0.3040264026402646
57,5.6000000000000005,13.9,14.196150615061505,0.29615061506150475
58,5.7,14.200000000000001,14.396327632763274,0.19632763276327303
59,5.800000000000001,14.500000000000002,14.596504650465047,0.09650465046504486
60,5.9,14.8,14.796681668166816,-0.003318331833185084
61,6,15.1,14.996858685868585,-0.10314131413141503
62,6.1000000000000005,15.4,15.197035703570354,-0.20296429642964675
63,6.2,15.700000000000001,15.397212721272123,-0.3027872787278785
64,6.300000000000001,15.3,15.597389738973895,0.2973897389738944
65,6.4,15.600000000000001,15.797566756675664,0.1975667566756627
66,6.5,15.9,15.997743774377433,0.09774377437743276
67,6.6000000000000005,16.200000000000003,16.197920792079206,-0.002079207920797188
68,6.7,16.5,16.398097809780975,-0.10190219021902536
69,6.800000000000001,16.8,16.598274827482744,-0.20172517251725708
70,6.9,17.1,16.798451845184513,-0.3015481548154888
71,7,16.7,16.99862886288628,0.2986288628862823
72,7.1000000000000005,17.000000000000004,17.198805880588054,0.1988058805880506
73,7.2,17.299999999999997,17.398982898289823,0.09898289828982598
74,7.300000000000001,17.6,17.599159915991592,-0.000840084008409292
75,7.4,17.900000000000002,17.79933693369336,-0.10066306630664101
